model_a,model_b,overlap_question_count,joined_prompt_overlap_count,union_question_count,jaccard_overlap
llama-4-maverick-17b-128e-instruct,qwq-32b-preview,380,280,418,0.9090909090909091
llama-4-maverick-17b-128e-instruct,reflection-llama-3.1-70b,15,15,380,0.039473684210526314
llama-4-maverick-17b-128e-instruct,sky-t1-32b-preview,280,280,418,0.6698564593301436
llama-4-maverick-17b-128e-instruct,sonar,280,280,493,0.5679513184584178
llama-4-maverick-17b-128e-instruct,sonar-pro,280,280,418,0.6698564593301436
llama-4-maverick-17b-128e-instruct,starling-lm-7b-beta,15,15,380,0.039473684210526314
llama-4-maverick-17b-128e-instruct,step-2-16k-202411,380,280,493,0.77079107505071
llama-4-maverick-17b-128e-instruct,vicuna-7b-v1.5,180,180,493,0.36511156186612576
llama-4-maverick-17b-128e-instruct,vicuna-7b-v1.5-16k,180,180,493,0.36511156186612576
llama-4-maverick-17b-128e-instruct,wbot-4:347b_no_s,280,280,418,0.6698564593301436
llama-4-maverick-17b-128e-instruct,yi-6b-chat,15,15,380,0.039473684210526314
llama-4-maverick-17b-128e-instruct,zephyr-7b-alpha,180,180,493,0.36511156186612576
llama-4-maverick-17b-128e-instruct,zephyr-7b-beta,180,180,493,0.36511156186612576
mathstral-7B-v0.1,meta-llama-3-70b-instruct,15,15,293,0.051194539249146756
mathstral-7B-v0.1,meta-llama-3-8b-instruct,15,15,293,0.051194539249146756
mathstral-7B-v0.1,meta-llama-3.1-405b-instruct-turbo,218,218,493,0.4421906693711968
mathstral-7B-v0.1,meta-llama-3.1-70b-instruct-turbo,218,218,493,0.4421906693711968
mathstral-7B-v0.1,meta-llama-3.1-8b-instruct-turbo,218,218,493,0.4421906693711968
mathstral-7B-v0.1,mistral-7b-instruct-v0.2,15,15,293,0.051194539249146756
mathstral-7B-v0.1,mistral-large,0,0,393,0.0
mathstral-7B-v0.1,mistral-large-2402,293,293,293,1.0
mathstral-7B-v0.1,mistral-large-2407,293,293,393,0.7455470737913485
mathstral-7B-v0.1,mistral-large-2411,218,218,493,0.4421906693711968
mathstral-7B-v0.1,mistral-small-2402,293,293,393,0.7455470737913485
mathstral-7B-v0.1,mistral-small-2409,218,218,493,0.4421906693711968
mathstral-7B-v0.1,mistral-small-2501,218,218,493,0.4421906693711968
mathstral-7B-v0.1,mistral-small-2503,218,218,493,0.4421906693711968
mathstral-7B-v0.1,mixtral-8x22b-instruct-v0.1,15,15,293,0.051194539249146756
mathstral-7B-v0.1,mixtral-8x7b-instruct-v0.1,15,15,293,0.051194539249146756
mathstral-7B-v0.1,o1,128,128,293,0.43686006825938567
mathstral-7B-v0.1,o1-2024-12-17-high,218,218,493,0.4421906693711968
mathstral-7B-v0.1,o1-2024-12-17-low,218,218,393,0.55470737913486
mathstral-7B-v0.1,o1-2024-12-17-medium,218,218,393,0.55470737913486
mathstral-7B-v0.1,o1-mini-2024-09-12,293,293,493,0.5943204868154158
mathstral-7B-v0.1,o1-preview-2024-09-12,293,293,393,0.7455470737913485
mathstral-7B-v0.1,o3-mini-2025-01-31-high,218,218,493,0.4421906693711968
mathstral-7B-v0.1,o3-mini-2025-01-31-low,218,218,493,0.4421906693711968
mathstral-7B-v0.1,o3-mini-2025-01-31-medium,218,218,493,0.4421906693711968
mathstral-7B-v0.1,olmo-2-1124-13b-instruct,218,218,393,0.55470737913486
mathstral-7B-v0.1,open-mistral-nemo,293,293,293,1.0
mathstral-7B-v0.1,open-mixtral-8x22b,40,40,493,0.08113590263691683
mathstral-7B-v0.1,open-mixtral-8x7b,40,40,293,0.13651877133105803
mathstral-7B-v0.1,perplexity-sonar-reasoning,38,38,293,0.1296928327645051
mathstral-7B-v0.1,phi-3-medium-4k-instruct,0,0,343,0.0
mathstral-7B-v0.1,phi-3-mini-128k-instruct,15,15,393,0.03816793893129771
mathstral-7B-v0.1,phi-3-mini-4k-instruct,15,15,393,0.03816793893129771
mathstral-7B-v0.1,phi-3-small-8k-instruct,0,0,343,0.0
mathstral-7B-v0.1,phi-4,128,128,493,0.25963488843813387
mathstral-7B-v0.1,qwen1.5-0.5b-chat,15,15,293,0.051194539249146756
mathstral-7B-v0.1,qwen1.5-1.8b-chat,15,15,293,0.051194539249146756
mathstral-7B-v0.1,qwen1.5-110b-chat,15,15,293,0.051194539249146756
mathstral-7B-v0.1,qwen1.5-4b-chat,15,15,293,0.051194539249146756
mathstral-7B-v0.1,qwen1.5-72b-chat,15,15,293,0.051194539249146756
mathstral-7B-v0.1,qwen1.5-7b-chat,15,15,293,0.051194539249146756
mathstral-7B-v0.1,qwen2-72b-instruct,15,15,293,0.051194539249146756
mathstral-7B-v0.1,qwen2-math-72b-instruct,293,293,293,1.0
mathstral-7B-v0.1,qwen2.5-72b-instruct-turbo,15,15,393,0.03816793893129771
mathstral-7B-v0.1,qwen2.5-7b-instruct-turbo,15,15,393,0.03816793893129771
mathstral-7B-v0.1,qwen2.5-coder-32b-instruct,0,0,391,0.0
mathstral-7B-v0.1,qwen2.5-max,218,218,493,0.4421906693711968
mathstral-7B-v0.1,qwq-32b,218,218,493,0.4421906693711968
mathstral-7B-v0.1,qwq-32b-preview,218,218,493,0.4421906693711968
mathstral-7B-v0.1,reflection-llama-3.1-70b,15,15,293,0.051194539249146756
mathstral-7B-v0.1,sky-t1-32b-preview,218,218,393,0.55470737913486
mathstral-7B-v0.1,sonar,293,293,393,0.7455470737913485
mathstral-7B-v0.1,sonar-pro,218,218,393,0.55470737913486
mathstral-7B-v0.1,starling-lm-7b-beta,15,15,293,0.051194539249146756
mathstral-7B-v0.1,step-2-16k-202411,293,293,493,0.5943204868154158
mathstral-7B-v0.1,vicuna-7b-v1.5,293,293,293,1.0
mathstral-7B-v0.1,vicuna-7b-v1.5-16k,293,293,293,1.0
mathstral-7B-v0.1,wbot-4:347b_no_s,218,218,393,0.55470737913486
mathstral-7B-v0.1,yi-6b-chat,15,15,293,0.051194539249146756
mathstral-7B-v0.1,zephyr-7b-alpha,293,293,293,1.0
mathstral-7B-v0.1,zephyr-7b-beta,293,293,293,1.0
meta-llama-3-70b-instruct,meta-llama-3-8b-instruct,15,15,15,1.0
meta-llama-3-70b-instruct,meta-llama-3.1-405b-instruct-turbo,15,15,418,0.03588516746411483
meta-llama-3-70b-instruct,meta-llama-3.1-70b-instruct-turbo,15,15,418,0.03588516746411483
meta-llama-3-70b-instruct,meta-llama-3.1-8b-instruct-turbo,15,15,418,0.03588516746411483
meta-llama-3-70b-instruct,mistral-7b-instruct-v0.2,15,15,15,1.0
meta-llama-3-70b-instruct,mistral-large,0,0,115,0.0
meta-llama-3-70b-instruct,mistral-large-2402,15,15,293,0.051194539249146756
meta-llama-3-70b-instruct,mistral-large-2407,15,15,393,0.03816793893129771
meta-llama-3-70b-instruct,mistral-large-2411,15,15,418,0.03588516746411483
meta-llama-3-70b-instruct,mistral-small-2402,15,15,393,0.03816793893129771
meta-llama-3-70b-instruct,mistral-small-2409,15,15,418,0.03588516746411483
meta-llama-3-70b-instruct,mistral-small-2501,15,15,418,0.03588516746411483
meta-llama-3-70b-instruct,mistral-small-2503,15,15,418,0.03588516746411483
meta-llama-3-70b-instruct,mixtral-8x22b-instruct-v0.1,15,15,15,1.0
meta-llama-3-70b-instruct,mixtral-8x7b-instruct-v0.1,15,15,15,1.0
meta-llama-3-70b-instruct,o1,15,15,128,0.1171875
meta-llama-3-70b-instruct,o1-2024-12-17-high,15,15,418,0.03588516746411483
meta-llama-3-70b-instruct,o1-2024-12-17-low,15,15,318,0.04716981132075472
meta-llama-3-70b-instruct,o1-2024-12-17-medium,15,15,318,0.04716981132075472
meta-llama-3-70b-instruct,o1-mini-2024-09-12,15,15,493,0.030425963488843813
meta-llama-3-70b-instruct,o1-preview-2024-09-12,15,15,393,0.03816793893129771
meta-llama-3-70b-instruct,o3-mini-2025-01-31-high,15,15,418,0.03588516746411483
meta-llama-3-70b-instruct,o3-mini-2025-01-31-low,15,15,418,0.03588516746411483
meta-llama-3-70b-instruct,o3-mini-2025-01-31-medium,15,15,418,0.03588516746411483
meta-llama-3-70b-instruct,olmo-2-1124-13b-instruct,15,15,318,0.04716981132075472
meta-llama-3-70b-instruct,open-mistral-nemo,15,15,293,0.051194539249146756
meta-llama-3-70b-instruct,open-mixtral-8x22b,0,0,255,0.0
meta-llama-3-70b-instruct,open-mixtral-8x7b,0,0,55,0.0
meta-llama-3-70b-instruct,perplexity-sonar-reasoning,0,0,53,0.0
meta-llama-3-70b-instruct,phi-3-medium-4k-instruct,0,0,65,0.0
meta-llama-3-70b-instruct,phi-3-mini-128k-instruct,15,15,115,0.13043478260869565
meta-llama-3-70b-instruct,phi-3-mini-4k-instruct,15,15,115,0.13043478260869565
meta-llama-3-70b-instruct,phi-3-small-8k-instruct,0,0,65,0.0
meta-llama-3-70b-instruct,phi-4,15,15,328,0.04573170731707317
meta-llama-3-70b-instruct,qwen1.5-0.5b-chat,15,15,15,1.0
meta-llama-3-70b-instruct,qwen1.5-1.8b-chat,15,15,15,1.0
meta-llama-3-70b-instruct,qwen1.5-110b-chat,15,15,15,1.0
meta-llama-3-70b-instruct,qwen1.5-4b-chat,15,15,15,1.0
meta-llama-3-70b-instruct,qwen1.5-72b-chat,15,15,15,1.0
meta-llama-3-70b-instruct,qwen1.5-7b-chat,15,15,15,1.0
meta-llama-3-70b-instruct,qwen2-72b-instruct,15,15,15,1.0
meta-llama-3-70b-instruct,qwen2-math-72b-instruct,15,15,293,0.051194539249146756
meta-llama-3-70b-instruct,qwen2.5-72b-instruct-turbo,15,15,115,0.13043478260869565
meta-llama-3-70b-instruct,qwen2.5-7b-instruct-turbo,15,15,115,0.13043478260869565
meta-llama-3-70b-instruct,qwen2.5-coder-32b-instruct,0,0,113,0.0
meta-llama-3-70b-instruct,qwen2.5-max,15,15,418,0.03588516746411483
meta-llama-3-70b-instruct,qwq-32b,15,15,418,0.03588516746411483
meta-llama-3-70b-instruct,qwq-32b-preview,15,15,418,0.03588516746411483
meta-llama-3-70b-instruct,reflection-llama-3.1-70b,15,15,15,1.0
meta-llama-3-70b-instruct,sky-t1-32b-preview,15,15,318,0.04716981132075472
meta-llama-3-70b-instruct,sonar,15,15,393,0.03816793893129771
meta-llama-3-70b-instruct,sonar-pro,15,15,318,0.04716981132075472
meta-llama-3-70b-instruct,starling-lm-7b-beta,15,15,15,1.0
meta-llama-3-70b-instruct,step-2-16k-202411,15,15,493,0.030425963488843813
meta-llama-3-70b-instruct,vicuna-7b-v1.5,15,15,293,0.051194539249146756
meta-llama-3-70b-instruct,vicuna-7b-v1.5-16k,15,15,293,0.051194539249146756
meta-llama-3-70b-instruct,wbot-4:347b_no_s,15,15,318,0.04716981132075472
meta-llama-3-70b-instruct,yi-6b-chat,15,15,15,1.0
meta-llama-3-70b-instruct,zephyr-7b-alpha,15,15,293,0.051194539249146756
meta-llama-3-70b-instruct,zephyr-7b-beta,15,15,293,0.051194539249146756
meta-llama-3-8b-instruct,meta-llama-3.1-405b-instruct-turbo,15,15,418,0.03588516746411483
meta-llama-3-8b-instruct,meta-llama-3.1-70b-instruct-turbo,15,15,418,0.03588516746411483
meta-llama-3-8b-instruct,meta-llama-3.1-8b-instruct-turbo,15,15,418,0.03588516746411483
meta-llama-3-8b-instruct,mistral-7b-instruct-v0.2,15,15,15,1.0
meta-llama-3-8b-instruct,mistral-large,0,0,115,0.0
meta-llama-3-8b-instruct,mistral-large-2402,15,15,293,0.051194539249146756
meta-llama-3-8b-instruct,mistral-large-2407,15,15,393,0.03816793893129771
meta-llama-3-8b-instruct,mistral-large-2411,15,15,418,0.03588516746411483
meta-llama-3-8b-instruct,mistral-small-2402,15,15,393,0.03816793893129771
meta-llama-3-8b-instruct,mistral-small-2409,15,15,418,0.03588516746411483
meta-llama-3-8b-instruct,mistral-small-2501,15,15,418,0.03588516746411483
meta-llama-3-8b-instruct,mistral-small-2503,15,15,418,0.03588516746411483
meta-llama-3-8b-instruct,mixtral-8x22b-instruct-v0.1,15,15,15,1.0
meta-llama-3-8b-instruct,mixtral-8x7b-instruct-v0.1,15,15,15,1.0
meta-llama-3-8b-instruct,o1,15,15,128,0.1171875
meta-llama-3-8b-instruct,o1-2024-12-17-high,15,15,418,0.03588516746411483
meta-llama-3-8b-instruct,o1-2024-12-17-low,15,15,318,0.04716981132075472
meta-llama-3-8b-instruct,o1-2024-12-17-medium,15,15,318,0.04716981132075472
meta-llama-3-8b-instruct,o1-mini-2024-09-12,15,15,493,0.030425963488843813
meta-llama-3-8b-instruct,o1-preview-2024-09-12,15,15,393,0.03816793893129771
meta-llama-3-8b-instruct,o3-mini-2025-01-31-high,15,15,418,0.03588516746411483
meta-llama-3-8b-instruct,o3-mini-2025-01-31-low,15,15,418,0.03588516746411483
meta-llama-3-8b-instruct,o3-mini-2025-01-31-medium,15,15,418,0.03588516746411483
meta-llama-3-8b-instruct,olmo-2-1124-13b-instruct,15,15,318,0.04716981132075472
meta-llama-3-8b-instruct,open-mistral-nemo,15,15,293,0.051194539249146756
meta-llama-3-8b-instruct,open-mixtral-8x22b,0,0,255,0.0
meta-llama-3-8b-instruct,open-mixtral-8x7b,0,0,55,0.0
meta-llama-3-8b-instruct,perplexity-sonar-reasoning,0,0,53,0.0
meta-llama-3-8b-instruct,phi-3-medium-4k-instruct,0,0,65,0.0
meta-llama-3-8b-instruct,phi-3-mini-128k-instruct,15,15,115,0.13043478260869565
meta-llama-3-8b-instruct,phi-3-mini-4k-instruct,15,15,115,0.13043478260869565
meta-llama-3-8b-instruct,phi-3-small-8k-instruct,0,0,65,0.0
meta-llama-3-8b-instruct,phi-4,15,15,328,0.04573170731707317
meta-llama-3-8b-instruct,qwen1.5-0.5b-chat,15,15,15,1.0
meta-llama-3-8b-instruct,qwen1.5-1.8b-chat,15,15,15,1.0
meta-llama-3-8b-instruct,qwen1.5-110b-chat,15,15,15,1.0
meta-llama-3-8b-instruct,qwen1.5-4b-chat,15,15,15,1.0
meta-llama-3-8b-instruct,qwen1.5-72b-chat,15,15,15,1.0
meta-llama-3-8b-instruct,qwen1.5-7b-chat,15,15,15,1.0
meta-llama-3-8b-instruct,qwen2-72b-instruct,15,15,15,1.0
meta-llama-3-8b-instruct,qwen2-math-72b-instruct,15,15,293,0.051194539249146756
meta-llama-3-8b-instruct,qwen2.5-72b-instruct-turbo,15,15,115,0.13043478260869565
meta-llama-3-8b-instruct,qwen2.5-7b-instruct-turbo,15,15,115,0.13043478260869565
meta-llama-3-8b-instruct,qwen2.5-coder-32b-instruct,0,0,113,0.0
meta-llama-3-8b-instruct,qwen2.5-max,15,15,418,0.03588516746411483
meta-llama-3-8b-instruct,qwq-32b,15,15,418,0.03588516746411483
meta-llama-3-8b-instruct,qwq-32b-preview,15,15,418,0.03588516746411483
meta-llama-3-8b-instruct,reflection-llama-3.1-70b,15,15,15,1.0
meta-llama-3-8b-instruct,sky-t1-32b-preview,15,15,318,0.04716981132075472
meta-llama-3-8b-instruct,sonar,15,15,393,0.03816793893129771
meta-llama-3-8b-instruct,sonar-pro,15,15,318,0.04716981132075472
meta-llama-3-8b-instruct,starling-lm-7b-beta,15,15,15,1.0
meta-llama-3-8b-instruct,step-2-16k-202411,15,15,493,0.030425963488843813
meta-llama-3-8b-instruct,vicuna-7b-v1.5,15,15,293,0.051194539249146756
meta-llama-3-8b-instruct,vicuna-7b-v1.5-16k,15,15,293,0.051194539249146756
meta-llama-3-8b-instruct,wbot-4:347b_no_s,15,15,318,0.04716981132075472
meta-llama-3-8b-instruct,yi-6b-chat,15,15,15,1.0
meta-llama-3-8b-instruct,zephyr-7b-alpha,15,15,293,0.051194539249146756
meta-llama-3-8b-instruct,zephyr-7b-beta,15,15,293,0.051194539249146756
meta-llama-3.1-405b-instruct-turbo,meta-llama-3.1-70b-instruct-turbo,418,318,418,1.0
meta-llama-3.1-405b-instruct-turbo,meta-llama-3.1-8b-instruct-turbo,418,318,418,1.0
meta-llama-3.1-405b-instruct-turbo,mistral-7b-instruct-v0.2,15,15,418,0.03588516746411483
meta-llama-3.1-405b-instruct-turbo,mistral-large,100,0,418,0.23923444976076555
meta-llama-3.1-405b-instruct-turbo,mistral-large-2402,218,218,493,0.4421906693711968
meta-llama-3.1-405b-instruct-turbo,mistral-large-2407,318,318,493,0.6450304259634888
meta-llama-3.1-405b-instruct-turbo,mistral-large-2411,418,318,418,1.0
meta-llama-3.1-405b-instruct-turbo,mistral-small-2402,318,318,493,0.6450304259634888
meta-llama-3.1-405b-instruct-turbo,mistral-small-2409,418,318,418,1.0
meta-llama-3.1-405b-instruct-turbo,mistral-small-2501,418,318,418,1.0
meta-llama-3.1-405b-instruct-turbo,mistral-small-2503,418,318,418,1.0
meta-llama-3.1-405b-instruct-turbo,mixtral-8x22b-instruct-v0.1,15,15,418,0.03588516746411483
meta-llama-3.1-405b-instruct-turbo,mixtral-8x7b-instruct-v0.1,15,15,418,0.03588516746411483
meta-llama-3.1-405b-instruct-turbo,o1,128,128,418,0.3062200956937799
meta-llama-3.1-405b-instruct-turbo,o1-2024-12-17-high,418,318,418,1.0
meta-llama-3.1-405b-instruct-turbo,o1-2024-12-17-low,318,318,418,0.7607655502392344
meta-llama-3.1-405b-instruct-turbo,o1-2024-12-17-medium,318,318,418,0.7607655502392344
meta-llama-3.1-405b-instruct-turbo,o1-mini-2024-09-12,418,318,493,0.847870182555781
meta-llama-3.1-405b-instruct-turbo,o1-preview-2024-09-12,318,318,493,0.6450304259634888
meta-llama-3.1-405b-instruct-turbo,o3-mini-2025-01-31-high,418,318,418,1.0
meta-llama-3.1-405b-instruct-turbo,o3-mini-2025-01-31-low,418,318,418,1.0
meta-llama-3.1-405b-instruct-turbo,o3-mini-2025-01-31-medium,418,318,418,1.0
meta-llama-3.1-405b-instruct-turbo,olmo-2-1124-13b-instruct,318,318,418,0.7607655502392344
meta-llama-3.1-405b-instruct-turbo,open-mistral-nemo,218,218,493,0.4421906693711968
meta-llama-3.1-405b-instruct-turbo,open-mixtral-8x22b,240,140,418,0.5741626794258373
meta-llama-3.1-405b-instruct-turbo,open-mixtral-8x7b,40,40,418,0.09569377990430622
meta-llama-3.1-405b-instruct-turbo,perplexity-sonar-reasoning,38,38,418,0.09090909090909091
meta-llama-3.1-405b-instruct-turbo,phi-3-medium-4k-instruct,50,50,418,0.11961722488038277
meta-llama-3.1-405b-instruct-turbo,phi-3-mini-128k-instruct,115,115,418,0.2751196172248804
meta-llama-3.1-405b-instruct-turbo,phi-3-mini-4k-instruct,115,115,418,0.2751196172248804
meta-llama-3.1-405b-instruct-turbo,phi-3-small-8k-instruct,50,50,418,0.11961722488038277
meta-llama-3.1-405b-instruct-turbo,phi-4,328,228,418,0.784688995215311
meta-llama-3.1-405b-instruct-turbo,qwen1.5-0.5b-chat,15,15,418,0.03588516746411483
meta-llama-3.1-405b-instruct-turbo,qwen1.5-1.8b-chat,15,15,418,0.03588516746411483
meta-llama-3.1-405b-instruct-turbo,qwen1.5-110b-chat,15,15,418,0.03588516746411483
meta-llama-3.1-405b-instruct-turbo,qwen1.5-4b-chat,15,15,418,0.03588516746411483
meta-llama-3.1-405b-instruct-turbo,qwen1.5-72b-chat,15,15,418,0.03588516746411483
meta-llama-3.1-405b-instruct-turbo,qwen1.5-7b-chat,15,15,418,0.03588516746411483
meta-llama-3.1-405b-instruct-turbo,qwen2-72b-instruct,15,15,418,0.03588516746411483
meta-llama-3.1-405b-instruct-turbo,qwen2-math-72b-instruct,218,218,493,0.4421906693711968
meta-llama-3.1-405b-instruct-turbo,qwen2.5-72b-instruct-turbo,115,15,418,0.2751196172248804
meta-llama-3.1-405b-instruct-turbo,qwen2.5-7b-instruct-turbo,115,15,418,0.2751196172248804
meta-llama-3.1-405b-instruct-turbo,qwen2.5-coder-32b-instruct,98,0,418,0.23444976076555024
meta-llama-3.1-405b-instruct-turbo,qwen2.5-max,418,318,418,1.0
meta-llama-3.1-405b-instruct-turbo,qwq-32b,418,318,418,1.0
meta-llama-3.1-405b-instruct-turbo,qwq-32b-preview,418,318,418,1.0
meta-llama-3.1-405b-instruct-turbo,reflection-llama-3.1-70b,15,15,418,0.03588516746411483
meta-llama-3.1-405b-instruct-turbo,sky-t1-32b-preview,318,318,418,0.7607655502392344
meta-llama-3.1-405b-instruct-turbo,sonar,318,318,493,0.6450304259634888
meta-llama-3.1-405b-instruct-turbo,sonar-pro,318,318,418,0.7607655502392344
meta-llama-3.1-405b-instruct-turbo,starling-lm-7b-beta,15,15,418,0.03588516746411483
meta-llama-3.1-405b-instruct-turbo,step-2-16k-202411,418,318,493,0.847870182555781
meta-llama-3.1-405b-instruct-turbo,vicuna-7b-v1.5,218,218,493,0.4421906693711968
meta-llama-3.1-405b-instruct-turbo,vicuna-7b-v1.5-16k,218,218,493,0.4421906693711968
meta-llama-3.1-405b-instruct-turbo,wbot-4:347b_no_s,318,318,418,0.7607655502392344
meta-llama-3.1-405b-instruct-turbo,yi-6b-chat,15,15,418,0.03588516746411483
meta-llama-3.1-405b-instruct-turbo,zephyr-7b-alpha,218,218,493,0.4421906693711968
meta-llama-3.1-405b-instruct-turbo,zephyr-7b-beta,218,218,493,0.4421906693711968
meta-llama-3.1-70b-instruct-turbo,meta-llama-3.1-8b-instruct-turbo,418,318,418,1.0
meta-llama-3.1-70b-instruct-turbo,mistral-7b-instruct-v0.2,15,15,418,0.03588516746411483
meta-llama-3.1-70b-instruct-turbo,mistral-large,100,0,418,0.23923444976076555
meta-llama-3.1-70b-instruct-turbo,mistral-large-2402,218,218,493,0.4421906693711968
meta-llama-3.1-70b-instruct-turbo,mistral-large-2407,318,318,493,0.6450304259634888
meta-llama-3.1-70b-instruct-turbo,mistral-large-2411,418,318,418,1.0
meta-llama-3.1-70b-instruct-turbo,mistral-small-2402,318,318,493,0.6450304259634888
meta-llama-3.1-70b-instruct-turbo,mistral-small-2409,418,318,418,1.0
meta-llama-3.1-70b-instruct-turbo,mistral-small-2501,418,318,418,1.0
meta-llama-3.1-70b-instruct-turbo,mistral-small-2503,418,318,418,1.0
meta-llama-3.1-70b-instruct-turbo,mixtral-8x22b-instruct-v0.1,15,15,418,0.03588516746411483
meta-llama-3.1-70b-instruct-turbo,mixtral-8x7b-instruct-v0.1,15,15,418,0.03588516746411483
meta-llama-3.1-70b-instruct-turbo,o1,128,128,418,0.3062200956937799
meta-llama-3.1-70b-instruct-turbo,o1-2024-12-17-high,418,318,418,1.0
meta-llama-3.1-70b-instruct-turbo,o1-2024-12-17-low,318,318,418,0.7607655502392344
meta-llama-3.1-70b-instruct-turbo,o1-2024-12-17-medium,318,318,418,0.7607655502392344
meta-llama-3.1-70b-instruct-turbo,o1-mini-2024-09-12,418,318,493,0.847870182555781
meta-llama-3.1-70b-instruct-turbo,o1-preview-2024-09-12,318,318,493,0.6450304259634888
meta-llama-3.1-70b-instruct-turbo,o3-mini-2025-01-31-high,418,318,418,1.0
meta-llama-3.1-70b-instruct-turbo,o3-mini-2025-01-31-low,418,318,418,1.0
meta-llama-3.1-70b-instruct-turbo,o3-mini-2025-01-31-medium,418,318,418,1.0
meta-llama-3.1-70b-instruct-turbo,olmo-2-1124-13b-instruct,318,318,418,0.7607655502392344
meta-llama-3.1-70b-instruct-turbo,open-mistral-nemo,218,218,493,0.4421906693711968
meta-llama-3.1-70b-instruct-turbo,open-mixtral-8x22b,240,140,418,0.5741626794258373
meta-llama-3.1-70b-instruct-turbo,open-mixtral-8x7b,40,40,418,0.09569377990430622
meta-llama-3.1-70b-instruct-turbo,perplexity-sonar-reasoning,38,38,418,0.09090909090909091
meta-llama-3.1-70b-instruct-turbo,phi-3-medium-4k-instruct,50,50,418,0.11961722488038277
meta-llama-3.1-70b-instruct-turbo,phi-3-mini-128k-instruct,115,115,418,0.2751196172248804
meta-llama-3.1-70b-instruct-turbo,phi-3-mini-4k-instruct,115,115,418,0.2751196172248804
meta-llama-3.1-70b-instruct-turbo,phi-3-small-8k-instruct,50,50,418,0.11961722488038277
meta-llama-3.1-70b-instruct-turbo,phi-4,328,228,418,0.784688995215311
meta-llama-3.1-70b-instruct-turbo,qwen1.5-0.5b-chat,15,15,418,0.03588516746411483
meta-llama-3.1-70b-instruct-turbo,qwen1.5-1.8b-chat,15,15,418,0.03588516746411483
meta-llama-3.1-70b-instruct-turbo,qwen1.5-110b-chat,15,15,418,0.03588516746411483
meta-llama-3.1-70b-instruct-turbo,qwen1.5-4b-chat,15,15,418,0.03588516746411483
meta-llama-3.1-70b-instruct-turbo,qwen1.5-72b-chat,15,15,418,0.03588516746411483
meta-llama-3.1-70b-instruct-turbo,qwen1.5-7b-chat,15,15,418,0.03588516746411483
meta-llama-3.1-70b-instruct-turbo,qwen2-72b-instruct,15,15,418,0.03588516746411483
meta-llama-3.1-70b-instruct-turbo,qwen2-math-72b-instruct,218,218,493,0.4421906693711968
meta-llama-3.1-70b-instruct-turbo,qwen2.5-72b-instruct-turbo,115,15,418,0.2751196172248804
meta-llama-3.1-70b-instruct-turbo,qwen2.5-7b-instruct-turbo,115,15,418,0.2751196172248804
meta-llama-3.1-70b-instruct-turbo,qwen2.5-coder-32b-instruct,98,0,418,0.23444976076555024
meta-llama-3.1-70b-instruct-turbo,qwen2.5-max,418,318,418,1.0
meta-llama-3.1-70b-instruct-turbo,qwq-32b,418,318,418,1.0
meta-llama-3.1-70b-instruct-turbo,qwq-32b-preview,418,318,418,1.0
meta-llama-3.1-70b-instruct-turbo,reflection-llama-3.1-70b,15,15,418,0.03588516746411483
meta-llama-3.1-70b-instruct-turbo,sky-t1-32b-preview,318,318,418,0.7607655502392344
meta-llama-3.1-70b-instruct-turbo,sonar,318,318,493,0.6450304259634888
meta-llama-3.1-70b-instruct-turbo,sonar-pro,318,318,418,0.7607655502392344
meta-llama-3.1-70b-instruct-turbo,starling-lm-7b-beta,15,15,418,0.03588516746411483
meta-llama-3.1-70b-instruct-turbo,step-2-16k-202411,418,318,493,0.847870182555781
meta-llama-3.1-70b-instruct-turbo,vicuna-7b-v1.5,218,218,493,0.4421906693711968
meta-llama-3.1-70b-instruct-turbo,vicuna-7b-v1.5-16k,218,218,493,0.4421906693711968
meta-llama-3.1-70b-instruct-turbo,wbot-4:347b_no_s,318,318,418,0.7607655502392344
meta-llama-3.1-70b-instruct-turbo,yi-6b-chat,15,15,418,0.03588516746411483
meta-llama-3.1-70b-instruct-turbo,zephyr-7b-alpha,218,218,493,0.4421906693711968
meta-llama-3.1-70b-instruct-turbo,zephyr-7b-beta,218,218,493,0.4421906693711968
meta-llama-3.1-8b-instruct-turbo,mistral-7b-instruct-v0.2,15,15,418,0.03588516746411483
meta-llama-3.1-8b-instruct-turbo,mistral-large,100,0,418,0.23923444976076555
meta-llama-3.1-8b-instruct-turbo,mistral-large-2402,218,218,493,0.4421906693711968
meta-llama-3.1-8b-instruct-turbo,mistral-large-2407,318,318,493,0.6450304259634888
meta-llama-3.1-8b-instruct-turbo,mistral-large-2411,418,318,418,1.0
meta-llama-3.1-8b-instruct-turbo,mistral-small-2402,318,318,493,0.6450304259634888
meta-llama-3.1-8b-instruct-turbo,mistral-small-2409,418,318,418,1.0
meta-llama-3.1-8b-instruct-turbo,mistral-small-2501,418,318,418,1.0
meta-llama-3.1-8b-instruct-turbo,mistral-small-2503,418,318,418,1.0
meta-llama-3.1-8b-instruct-turbo,mixtral-8x22b-instruct-v0.1,15,15,418,0.03588516746411483
meta-llama-3.1-8b-instruct-turbo,mixtral-8x7b-instruct-v0.1,15,15,418,0.03588516746411483
meta-llama-3.1-8b-instruct-turbo,o1,128,128,418,0.3062200956937799
meta-llama-3.1-8b-instruct-turbo,o1-2024-12-17-high,418,318,418,1.0
meta-llama-3.1-8b-instruct-turbo,o1-2024-12-17-low,318,318,418,0.7607655502392344
